Codigo;Rubro;Descripcion;Marca;PrecioCompra;PrecioVenta;Stock;StockMinimo;AlicuotaIva;CodigoProv
80000379;LIBRERIA;Exito reforzado x 48 cuadri;EXITO;2.713;000;000;000;001;0
80000380;LIBRERIA;Exito x 24 cuadri;EXITO;1.171;1.700;014;000;014;0
80000381;LIBRERIA;Exito x 24 rayado;EXITO;1.171;1.700;015;000;000;0
80000382;LIBRERIA;Exito x 288 cuadri;EXITO;11.942;9.100;000;000;000;0
80000383;LIBRERIA;Exito x 288 rayado;EXITO;11.942;9.100;000;000;001;0
80000384;LIBRERIA;Exito x 48 cuadri;EXITO;1.900;3.300;001;000;001;0
80000385;LIBRERIA;Exito x 48 rayado;EXITO;1.905;3.300;014;000;000;0
80000386;LIBRERIA;Exito x 480 cuadri;EXITO;20.864;;000;000;-001;0
80000387;LIBRERIA;Exito x 480 rayado;EXITO;20.864;;001;000;-002;0
80000388;LIBRERIA;Exito x 96 cuadri;EXITO;4.059;6.500;000;000;000;0
80000389;LIBRERIA;Exito x 96 rayado;EXITO;4.100;6.500;001;000;015;0
80000390;;EXITORepuesto N°3 por 96 hojas;;4.059;000;000;000;003;0
80000391;COTILLON;Feliz cumple 18años telgopor;;300;600;-001;000;002;0
80000393;COTILLON;Feliz cumple Equipo telgopor;;300;550;000;000;006;21
80000392;COTILLON;Feliz cumple Simple telgopor ;;150;450;-006;000;001;0
80000394;LIBRERIA;Fibra x 10 trabi;Trabi;720;1.200;015;000;003;0
80000395;LIBRERIA;Fibra X 6 Fc;Faber castell;2.137;3.500;003;000;005;0
80000396;LIBRERIA;Fibras x 10 Ezco;Ezco;881;1.400;001;000;001;0
80000397;LIBRERIA;Fibras x 10 Skycolor;Skycolor;1.031;1.650;001;000;002;0
80000398;LIBRERIA;Fibras x 6 Filgo;FILGO;550;850;004;005;000;0
80000399;LIBRERIA;Fibras x 6 Skycolor;Skycolor;594;950;003;000;000;0
80000400;LIBRERIA;Fibras x10 Filgo;FILGO;750;1.500;005;005;000;0
80000401;LIBRERIA;Fibras x10 Simball;SIMBALL;1.156;1.850;001;003;000;0
80000402;LIBRERIA;Fibras x6 Ezco;Ezco;563;900;002;000;000;0
80000403;LIBRERIA;Fibras x6 Filgo;FILGO;531;850;000;000;100;0
80000776;LIBRERIA;Fibron al agua 420 Azul;Trabi;390;650;000;000;000;0
80000777;LIBRERIA;Fibron al agua 420 celeste;Trabi;390;650;003;000;003;0
80000778;LIBRERIA;Fibron al agua 420 gris;Trabi;390;650;012;000;012;0
80000779;LIBRERIA;Fibron al agua 420 negro;Trabi;390;650;006;000;006;0
80000781;LIBRERIA;Fibron al agua 420 rosa;Trabi;390;650;000;000;001;0
80000780;LIBRERIA;Fibron al agua 420 Rojo;Trabi;390;650;000;000;000;0
80000404;;Fibron para pizarra;;719;1.200;-001;000;186;0
80000768;LIBRERIA;Fibron permanente 410 negro;Trabi;490;800;005;000;010;0
80000769;LIBRERIA;Fibron permanente 411 amarillo;Trabi;491;800;002;000;001;0
80000770;LIBRERIA;Fibron permanente 411 azul;Trabi;490;800;001;000;001;0
80000771;LIBRERIA;Fibron permanente 411 naranja;Trabi;390;800;003;000;003;0
80000772;LIBRERIA;Fibron permanente 411 negro;Trabi;490;800;003;000;018;0
80000773;LIBRERIA;Fibron permanente 411 rojo;Trabi;438;800;004;000;004;0
80000774;LIBRERIA;Fibron permanente 411 rosa;Trabi;490;800;008;000;008;0
80000775;LIBRERIA;Fibron permanente 411 violeta;Trabi;490;800;005;000;005;0
80000405;LIBRERIA;Fichas Triunfante N°1 por 100 hojas;TRIUNFANTE;787;1.300;000;000;150;0
80000406;LIBRERIA;Fichas Triunfante N°2 por 100 hojas;TRIUNFANTE;1.191;2.600;000;000;004;0
80000407;LIBRERIA;Fichas Triunfante N°3 por 100 hojas;TRIUNFANTE;1.969;3.500;000;000;-001;0
80000408;LIBRERIA;Folio A4 REFORZADO;LUMA;111;200;078;000;002;0
80000409;LIBRERIA;Folio A4 SIMPLE;LUMA;051;130;173;000;003;0
80000411;LIBRERIA;Folio Nª3 x 10 REFORZADO;LUMA;594;600;004;000;000;0
80000410;LIBRERIA;Folio Nº3 COMUN;LUMA;028;060;150;000;000;0
134766;LIBRERIA;Folio Oficio reforzado;LUMA;;250;050;;021;
80000412;LIBRERIA;Folio oficio SIMPLE;LUMA;094;150;-006;000;001;0
80000413;JUGUETES;FORMULA 1;;1.700;2.800;002;000;038;0
134688;JUGUETES;FRESBY;;800;1.400;003;000;000;
80000414;VARIOS;Gasa;;250;000;000;000;047;0
80000415;LIBRERIA;GIBRE;;200;400;-010;000;049;0
80000416;LIBRERIA;GIOTO X 10 TURBO MAXI;GIOTO;1.355;2.000;001;000;004;0
80000417;LIBRERIA;Glasé Flúor;LUMA;188;350;036;000;000;0
80000418;LIBRERIA;Glasé lustre;LUMA;150;300;045;000;000;0
80000419;LIBRERIA;Glasé Metalizado;LUMA;200;400;045;000;002;0
80000420;LIBRERIA;Globo bolsa;PARTY TIME;2.340;3.900;003;000;000;0
80000421;COTILLON;GLOBO DE AGUA BOMBUCHA;;900;1.500;000;000;001;21
80000422;;GLOBO DE AGUA COMÚN;;350;600;000;000;000;21
80000423;COTILLON;Globo Metalizado chico;;110;250;-004;000;381;0
134722;COTILLON;Globo Metalizado GDE;;200;400;000;;021;
80000424;COTILLON;GLOBO PERLADO SUELTO;;130;200;-026;000;056;0
80000425;COTILLON;Globo Perlado x 25;;2.450;4.500;000;000;029;0
80000426;;GLOBO STANDAR X50;;2.340;3.800;000;000;008;21
80000427;COTILLON;Globo varios;PARTY TIME;060;090;297;000;-004;0
80000428;LIBRERIA;Goma blanca chica 2 bandera;DOS BANDERAS;181;300;050;000;000;0
80000429;LIBRERIA;Goma blanca gde 2 bandera;DOS BANDERAS;181;400;029;000;020;0
80000430;LIBRERIA;Goma con formas;Ezco;281;500;008;000;010;0
80000432;LIBRERIA;Goma eva a4 c/n glitter autoadhesivo;;261;500;-003;000;002;0
80000433;LIBRERIA;Goma eva c/n glitter;;469;750;011;000;008;0
80000434;LIBRERIA;Goma eva varias;;300;500;-004;000;006;0
80000435;LIBRERIA;Goma Maped;MAPED;469;000;013;000;019;0
134768;;GOMA MAPED;;400;750;-001;;021;
80000436;COTILLON;GORRO EGRESADO;;1.800;3.300;002;000;100;0
134718;COTILLON;Guirnalda Hawaiana;;180;350;008;;021;
80000437;COSMETICA;HEBILLA TIC TAC;;162;300;008;000;044;0
80000438;COTILLON;HEBILLA TIC TOC MARIPOSA;;260;400;004;000;-001;0
80000439;LIBRERIA;Hilo barrilete;;219;350;016;000;000;0
80000440;MERCERIA;HILO COLA DE RATA;;026;080;100;000;007;0
134760;;HILO MATAMBRERO;;250;400;000;;021;
80000441;MERCERIA;HILO X 500 YDS;;270;500;041;000;002;0
80000442;LIBRERIA;Hojas de calcar N3;LUMA;850;1.300;000;000;000;0
80000443;LIBRERIA;Hojas de calcar N5;LUMA;1.350;2.150;000;000;000;0
80000444;LIBRERIA;Hojas de calcar Nº3;Mil128;1.125;1.700;007;000;020;0
80000445;LIBRERIA;Hojas de calcar Nº5;Mil128;1.125;1.700;002;000;003;0
80000446;LIBRERIA;Hojas de calcar x unidad N3;LUMA;094;170;000;000;000;0
80000447;LIBRERIA;Hojas de calcar x unidad N5;LUMA;125;000;000;000;9.781;0
134731;LIBRERIA;Hojas sueltas A4;HUSARES;150;350;036;;000;
134735;COSMETICA;Iluminador Pink 21;PINK 21;2.900;5.000;002;;021;
80000448;LIBRERIA;Iman x 10cm;;156;250;020;000;-448;0
80000449;LIBRERIA;Iman x 15cm;;186;300;002;000;9.876;0
80000450;LIBRERIA;Iman x 20cm;;218;350;000;000;-006;0
80000451;LIBRERIA;Impresion;;040;100;9.210;500;-001;0
80000452;LIBRERIA;Impresion byn doble faz;;060;150;3.376;000;-001;0
80000453;LIBRERIA;Impresion color;;060;150;9.691;000;000;0
80000454;LIBRERIA;Impresion color doble faz;;000;250;996;000;000;0
80000456;;IMPRESION DOBLE F COLOR MAESTRA;;070;170;999;000;-016;21
80000457;LIBRERIA;Impresion fotográfico;;400;1.000;031;000;001;0
80000458;;IMPRESION SIMPLE F COLOR MAESTRA;;050;130;000;000;000;0
80000459;LIBRERIA;Impresion Sticker;;400;1.000;-003;000;000;0
80000455;LIBRERIA;Impresiones Maestra doble ByN;;040;100;999;000;000;0
80000460;LIBRERIA;IMPRESIONES SIMPRE F BYN MAESTRA;;025;060;-016;000;002;0
80000461;LIBRERIA;INDICE STICKER X 100 HJS;;1.457;2.500;001;000;005;0
80000462;;Invisible corto x 12;;200;300;-001;000;004;21
80000463;JUGUETES;Invisible largo x 12;;200;350;-002;000;000;21
134682;JUGUETES;JUEGO DE COCINA;;700;1.500;000;000;021;
134753;;JUGUETES GENERAL ;;;;-011;;021;
80000464;ADHESIVOS;KIT BICICLETA;;880;1.600;002;000;003;0
80000465;LIBRERIA;La gotita gel x3g;LA GOTITA;1.756;2.800;005;000;010;0
80000466;LIBRERIA;La gotita x 2ml;La Gotita;1.129;2.100;009;000;000;0
80000467;COSMETICA;Labial;;600;1.300;000;000;013;0
80000468;LIBRERIA;Lapicera borrable c/rep;UTIL UNO;1.344;2.200;003;000;010;0
80000469;LIBRERIA;Lapicera borrable fantasia;;2.672;4.500;010;000;002;0
80000470;LIBRERIA;Lapicera borrable pizzini;PIZZINI;1.363;2.200;000;000;030;0
80000471;LIBRERIA;Lapicera borrax filgo;FILGO;950;1.600;013;000;012;0
80000472;LIBRERIA;Lapicera Gel Ezco;Ezco;350;650;010;000;012;0
80000473;LIBRERIA;Lapicera gel pop Fluor filgo;FILGO;300;650;002;003;022;0
80000474;LIBRERIA;Lapicera gel pop Glitter filgo;FILGO;300;650;030;003;017;0
80000475;LIBRERIA;Lapicera gel pop metalizada filgo;FILGO;300;650;012;005;030;0
80000476;LIBRERIA;Lapicera gel pop pastel filgo;FILGO;350;650;012;000;018;0
80000477;LIBRERIA;Lapicera retractil Filgo One azul;FILGO;469;750;022;000;037;0
80000478;LIBRERIA;Lapicera retractil Filgo One negra;FILGO;469;750;017;000;-003;0
80000479;LIBRERIA;Lapicera Roller gel filgo;FILGO;406;000;030;000;009;0
80000480;LIBRERIA;Lapicera Sky azul;Sky;111;250;010;010;006;0
80000481;LIBRERIA;Lapicera Sky negra;Sky;111;250;037;010;027;0
80000482;LIBRERIA;Lapicera Skycolor;;125;000;-003;000;006;0
80000483;LIBRERIA;Lapicera stick 026;FILGO;100;200;007;000;001;0
80000484;LIBRERIA;Lapicera trilux azul;Faber castell;484;750;004;010;004;0
80000485;LIBRERIA;Lapicera trilux colores;Faber castell;484;750;027;010;004;0
134692;LIBRERIA;Lapices Sylvapen x 12 largo;Sylvapen;668;1.200;006;000;000;
80000486;LIBRERIA;Lapices x 48 F C;Faber castell;18.079;35.000;001;000;006;21
80000487;LIBRERIA;Lapices x 6 cortos Splash;Splash;450;850;004;004;005;0
80000488;LIBRERIA;Lapices x 6 F C;Faber castell;400;850;004;000;003;21
80000489;LIBRERIA;Lapices x 6 filgo;FILGO;392;650;005;000;005;0
80000490;LIBRERIA;Lapices x10 bicolor filgo;FILGO;2.625;4.200;005;000;002;0
80000491;LIBRERIA;Lapices x10 borrable filgo;FILGO;1.781;2.850;003;000;001;0
80000492;LIBRERIA;Lapices x10 largos filgo;FILGO;875;1.400;004;000;2.500;0
80000493;LIBRERIA;Lapices x10 pastel filgo;FILGO;2.469;3.950;002;000;005;0
80000494;LIBRERIA;Lapices x12 acuarelable F C;Faber castell;9.250;14.300;001;001;000;0
80000495;LIBRERIA;Lapices x12 corto F C;Faber castell;1.300;1.700;2.500;001;000;0
80000496;LIBRERIA;Lapices x12 corto filgo;FILGO;600;1.150;006;000;005;0
80000497;LIBRERIA;Lapices x12 corto Simball;SIMBALL;688;1.100;000;003;004;0
80000498;LIBRERIA;Lapices x12 cortos filgo;FILGO;656;420;000;000;001;0
80000499;LIBRERIA;Lapices x12 cortos Splash;Splash;800;1.400;005;005;006;0
80000500;LIBRERIA;Lapices x12 largo +3 piel;Faber castell;3.625;5.900;005;005;002;0
80000501;LIBRERIA;Lapices x12 largo Simball;SIMBALL;1.375;2.200;001;003;000;0
80000502;LIBRERIA;Lapices x12 largo Splash;Splash;900;1.850;006;005;000;0
80000503;LIBRERIA;Lapices x12 largos mito;Ezco;1.750;2.800;002;000;000;0
80000504;LIBRERIA;Lapices x12 largos Splash;;1.156;000;000;000;007;0
80000505;LIBRERIA;Lapices x6 cortos Splash;;531;000;000;000;012;0
80000506;LIBRERIA;Lapices x6 Faber caster;FABER CASTER;531;000;-001;000;011;0
80000507;LIBRERIA;Lapiz 10b saboni;Saboni;250;1.200;007;000;005;0
80000508;LIBRERIA;Lapiz 4 H saboni;Saboni;250;1.200;012;000;004;0
80000509;LIBRERIA;Lapiz 4b Lyra;Lyra;250;1.500;011;000;039;0
80000510;LIBRERIA;Lapiz 4b saboni;Saboni;200;1.200;005;000;034;0
80000511;LIBRERIA;Lapiz b Staedtler;Staedtler;250;1.700;004;000;007;0
80000512;LIBRERIA;Lapiz Bic Evolition c/ goma;BIC;476;760;038;000;005;0
80000513;LIBRERIA;Lapiz Bic Evolution;BIC;350;450;009;010;048;0
80000514;LIBRERIA;Lapiz Bic Fachion;BIC;350;750;007;010;004;0
80000515;LIBRERIA;Lapiz c/goma diseño;;600;960;005;000;003;0
80000516;LIBRERIA;Lapiz c/goma PAPER;Paper Mate;070;400;045;000;021;0
80000517;COSMETICA;Lapiz delineador;Y.H -SHOW;080;1.600;004;000;009;0
80000518;LIBRERIA;Lapiz F C;Faber castell;250;080;003;005;003;0
80000519;LIBRERIA;Lapiz HB PAPER;Paper Mate;240;400;021;000;004;0
80000520;LIBRERIA;Lapiz mecanico p/mina 0,5 y 0,7;FILGO;381;650;009;000;021;0
80000521;LIBRERIA;Lapiz Pizzini HB;PIZZINI;270;430;003;000;-002;0
134734;LIBRERIA;Lentejuelas Sifap ;SIFAP;;400;-011;;021;
80000522;LIBRERIA;LIBRETA C/ ESPIRAL N40 .40;;1.150;2.000;004;000;004;0
80000523;JUGUETES;Libro para colorear;;600;1.000;-010;000;000;0
80000524;COSMETICA;Lima Opi;OPI;300;600;-002;000;000;0
80000525;LIBRERIA;Lupa 503;NC;1.150;1.900;004;000;004;0
134769;LIBRERIA;Lupa 503 GDE;NC;;2.500;001;;021;
80000526;VARIOS;LUZ NAVIDA EN BOLSA;;1.800;3.000;000;000;011;0
80000527;VARIOS;LUZ NAVIDAD AB-19;;2.500;4.000;000;000;016;0
80000528;VARIOS;LUZ NAVIDAD CH;;2.200;3.500;004;000;020;0
80000529;COTILLON;MANGA Nº1;;081;130;011;000;050;0
80000530;COTILLON;MANGA Nº3;;110;200;016;000;030;0
80000531;COTILLON;MANGAS N º2;;081;150;020;000;030;0
80000532;LIBRERIA;MAPA N°6;DC;080;400;050;000;030;21
80000533;LIBRERIA;Mapa Nº3 Fisi/Pol - America;;050;100;030;000;030;0
80000534;LIBRERIA;Mapa Nº3 Fisi/Pol - America Central;;050;100;030;000;040;0
80000535;LIBRERIA;Mapa Nº3 Fisi/Pol - America del norte;;050;100;030;000;030;0
80000536;LIBRERIA;Mapa Nº3 Fisi/Pol - America del sur;;050;100;030;000;040;0
80000537;LIBRERIA;Mapa Nº3 Fisi/Pol - Argentina;;050;100;040;000;030;0
80000538;LIBRERIA;Mapa Nº3 Fisi/Pol - Asia;;050;100;030;000;025;0
80000539;LIBRERIA;Mapa Nº3 Fisi/Pol - Bs As;;050;100;040;000;020;0
80000540;LIBRERIA;Mapa Nº3 Fisi/Pol - Europa;;050;100;030;000;016;0
80000541;LIBRERIA;Mapa Nº3 Fisi/Pol - Planisferio;;050;100;025;000;010;0
80000542;LIBRERIA;Mapa Nº3 P- Africa;;050;100;020;000;020;0
80000543;LIBRERIA;Mapa Nº3 P- Africa;;050;100;016;000;070;0
80000544;LIBRERIA;Mapa Nº3 P- America;;050;100;010;000;030;0
80000545;LIBRERIA;Mapa Nº3 P- America central;;050;100;020;000;025;0
80000546;LIBRERIA;Mapa Nº3 P- America del Norte;;050;100;070;000;004;0
80000547;LIBRERIA;Mapa Nº3 P- America del sur;;050;100;030;000;025;0
80000548;LIBRERIA;Mapa Nº3 P- Antartida;;050;100;025;000;030;0
80000549;LIBRERIA;Mapa Nº3 P- Argentina;;050;100;004;025;050;0
80000550;LIBRERIA;Mapa Nº3 P- Asia;;050;100;025;000;075;0
80000551;LIBRERIA;Mapa Nº3 P- Bs As;;050;100;030;000;055;0
80000552;LIBRERIA;Mapa Nº3 P- C. Antartico;;050;100;050;000;025;0
80000553;LIBRERIA;Mapa Nº3 P- Europa;;050;100;075;000;010;0
80000554;LIBRERIA;Mapa Nº3 P- Islas Malvinas;;050;100;055;000;040;0
80000555;LIBRERIA;Mapa Nº3 P- Oceania;;050;100;025;000;055;0
80000556;LIBRERIA;Mapa Nº3 P- planisferio contorno;;050;100;010;000;015;0
80000557;LIBRERIA;Mapa Nº3 P- Repu Argentina;;050;100;040;000;008;0
80000558;LIBRERIA;Mapa Nº3 P-planisferio;;050;100;055;000;020;0
80000559;LIBRERIA;Mapa Nº5 Fisi/Pol - Africa;;050;100;015;000;010;0
80000560;LIBRERIA;Mapa Nº5 Fisi/Pol - America;;050;100;008;000;015;0
80000561;LIBRERIA;Mapa Nº5 Fisi/Pol - America del Central;;050;100;020;000;004;0
80000562;LIBRERIA;Mapa Nº5 Fisi/Pol - America del norte;;050;100;010;000;014;0
80000563;LIBRERIA;Mapa Nº5 Fisi/Pol - America del sur;;050;100;015;000;003;0
80000564;LIBRERIA;Mapa Nº5 Fisi/Pol - Argentina;;050;100;004;010;015;0
80000565;LIBRERIA;Mapa Nº5 Fisi/Pol - Asia;;050;100;014;000;010;0
80000566;LIBRERIA;Mapa Nº5 Fisi/Pol - C.Americano;;050;100;003;010;010;0
80000567;LIBRERIA;Mapa Nº5 Fisi/Pol - Europa;;050;100;015;000;015;0
80000568;LIBRERIA;Mapa Nº5 Fisi/Pol - Oceania;;050;100;010;000;016;0
80000569;LIBRERIA;Mapa Nº5 Fisi/Pol - Planisferio;;050;100;010;000;010;0
80000570;LIBRERIA;Mapa Nº5 Fisi/Pol - Planisferio;;050;100;015;000;022;0
80000571;LIBRERIA;Mapa Nº5 Fisi/Pol - Repu. Argentina;;050;100;016;000;015;0
80000572;LIBRERIA;Mapa Nº5 Pol - Africa;;050;100;010;000;025;0
80000573;LIBRERIA;Mapa Nº5 Pol - America;;050;100;022;000;025;0
80000574;LIBRERIA;Mapa Nº5 Pol - America central;;050;100;015;000;003;0
80000575;LIBRERIA;Mapa Nº5 Pol - America del Norte;;050;100;025;000;020;0
80000576;LIBRERIA;Mapa Nº5 Pol - America del sur;;050;100;025;000;010;0
80000577;LIBRERIA;Mapa Nº5 Pol - America sur;;050;100;003;010;010;0
80000578;LIBRERIA;Mapa Nº5 Pol - Argentina;;050;100;020;000;025;0
80000579;LIBRERIA;Mapa Nº5 Pol - Argentina Bicont;;050;100;010;000;015;0
80000580;LIBRERIA;Mapa Nº5 Pol - Asia;;050;100;010;000;016;0
80000581;LIBRERIA;Mapa Nº5 Pol - Bs As;;050;100;025;000;003;0
80000582;LIBRERIA;Mapa Nº5 Pol - Europa;;050;100;015;000;006;0
80000584;LIBRERIA;Marcador 040 COLORES;FILGO;350;700;003;000;000;0
80000583;LIBRERIA;Marcador 040 negro;FILGO;400;700;016;000;015;0
80000587;LIBRERIA;Marcador doble Ezco;Ezco;700;1.300;000;000;002;0
80000586;LIBRERIA;Marcador doble punta 042 negro;FILGO;750;1.300;015;000;003;0
134733;COSMETICA;Mascara de pestaña Coloso;;1.375;2.200;001;;000;
134738;COSMETICA;Mascara hidrogel;;300;500;007;;021;
80000589;COSMETICA;Mascara pestaña Tejar;;3.000;3.700;003;000;012;0
80000696;Accesorios de celulares;Memoria 32gb scandisk;Scandisk;1.900;6.000;001;000;000;0
80000591;ADHESIVOS;MEMORIA KINGSTON 32GB;KINGSTON;6.000;3.000;001;000;014;0
80000593;LIBRERIA;Microfibra 0,3mm TRABI;Trabi;317;600;021;000;013;0
80000592;LIBRERIA;Microfibra 038  0,4mm 038 FILGO;FILGO;320;600;011;000;007;0
80000585;LIBRERIA;Microfibra 041 negro 0,4MM;FILGO;600;700;006;000;000;0
80000594;LIBRERIA;Microfibra fluor 038 0filgo;FILGO;406;650;014;005;005;0
80000595;LIBRERIA;Microfibra Rexon;Rexon;550;600;007;000;000;0
80000596;LIBRERIA;Minas Polymer Leads 0,5mm;FILGO;240;450;013;000;-002;0
80000597;LIBRERIA;Minas Polymer Leads 0,7mm;FILGO;240;450;005;000;010;0
80000598;LIBRERIA;MOCHILA COMPLETA;CHIRO;32.400;58.000;000;000;000;0
80000599;COTILLON;Moño chico;;011;050;-004;000;000;0
80000636;LIBRERIA;Moño grande;MURESCO;040;100;004;000;000;21
80000600;VARIOS;MOÑOS NAVIDAD X UNIDAD;;190;350;010;000;000;0
80000601;Accesorios de celulares;Mouse inalámbrico;Gtc;3.500;5.600;000;000;002;0
80000602;JUGUETES;MUÑECA BOLSA LARGA;;1.300;2.500;000;000;009;21
134683;JUGUETES;MUÑECA BOLSA LARGA;;1.300;2.500;000;000;021;
80000603;JUGUETES;MUÑECA CON PONY;;1.700;3.200;000;000;008;0
80000604;LIBRERIA;N3 Carpeta 2 tapas argentina IGC;;2.063;4.500;002;000;004;0
134694;LIBRERIA;N3 Carpeta 2 tapas cristal;;1.162;1.900;001;;021;
80000605;LIBRERIA;N3 Carpeta 2 tapas diseño;;2.063;3.500;009;000;003;0
80000606;LIBRERIA;N3 Carpeta 2 tapas econo;;2.063;1.500;008;000;004;0
80000607;LIBRERIA;N3 Carpeta 2 tapas IGC;IGC;2.063;3.500;004;000;003;0
80000608;LIBRERIA;N3 Carpeta 2 tapas Jabrus;JABRUS;2.063;3.500;002;000;003;0
80000609;LIBRERIA;N3 Carpeta 2 tapas maucci;MAUCCI;3.700;6.000;003;000;005;0
80000610;LIBRERIA;N3 Carpeta 2 tapas Mooving;MOOVING;2.063;7.100;003;000;003;0
80000611;LIBRERIA;N3 Carpeta 2 tapas negras;;600;1.200;003;000;003;0
80000612;LIBRERIA;N3 Carpeta 2 tapas Rome;ROMA;2.063;1.400;005;000;000;0
80000613;LIBRERIA;N3 Carpeta 2 tapas Tandil;TANDIL;2.063;1.400;003;000;004;0
80000614;LIBRERIA;N5 Carpeta 2 tapas negra;;2.063;1.400;003;000;000;0
80000616;VARIOS;NAIPE HACHAZO;;1.550;2.500;003;000;001;0
80000216;LIBRERIA;Nº3 Gancho colores plastica;;3.400;5.000;004;000;001;0
80000212;LIBRERIA;Nº3 Gancho Mooving;MOOVING;7.300;12.500;-001;000;003;21
80000618;LIBRERIA;Nº3 Gancho Moucci;MAUCCI;4.500;85.000;000;000;000;0
80000619;LIBRERIA;NOTA ADHESIVA 3.75X5;MEDORA;997;1.600;001;000;007;0
80000620;LIBRERIA;Notas adhesivas neon x 300h;Ezco;2.280;3.650;001;000;000;0
80000621;LIBRERIA;Oficio 3 solapa Boca;;1.150;2.000;000;000;006;0
80000622;LIBRERIA;Oficio 3 solapa cartulina TANDIL;TANDIL;437;700;007;000;000;0
134708;LIBRERIA;Oficio 3 solapa TIGRE;RIDEO;1.100;1.700;001;;021;
80000626;LIBRERIA;Oficio 3 solapas plastica-flex;RIDEO;1.500;3.000;000;000;001;0
80000623;LIBRERIA;Oficio 3 solapas plastica line Rideo;RIDEO;1.511;2.500;000;000;000;0
80000624;LIBRERIA;Oficio carpeta cartulina;;250;500;006;000;000;0
80000627;LIBRERIA;Oficio Carpeta presentación LAMA;LAMA;304;750;000;000;002;0
134707;LIBRERIA;Oficio Carpeta Spring Elastico;RIDEO;1.815;2.900;002;;000;
80000625;LIBRERIA;Oficio Carton 3 solapa LAMA;TANDIL;480;800;000;000;000;0
80000628;LIBRERIA;Ojalillos;PEGASOLA;040;100;-011;000;009;0
134730;LIBRERIA;Pagare Husares;HUSARES;2.000;3.000;001;;021;
80000629;LIBRERIA;Paleta chato;;274;500;000;000;004;0
134759;;PALITO GLOBO;;;050;-020;;021;
80000630;LIBRERIA;Palito helado color;Ezco;473;1.100;002;000;-001;0
80000631;LIBRERIA;Palito helado natural;Ezco;402;950;006;000;000;0
80000632;LIBRERIA;Palitos brochet x 90;CBX;413;1.400;004;000;008;0
80000633;LIBRERIA;Palitos de brochet x 4u;CBX;050;100;-004;000;-002;0
80000634;VARIOS;Pañuelos descartable;;281;000;000;000;010;0
80000635;LIBRERIA;Papel celofán;;219;000;008;000;010;0
134691;LIBRERIA;PAPEL COMPRA VENTA;;000;600;-002;000;000;
134696;LIBRERIA;Papel de regalo;;020;350;017;;000;
80000638;LIBRERIA;Papel de seda;;100;160;000;000;000;0
80000639;LIBRERIA;PAPEL FOTOGRAFICO;;300;1.000;331;000;-005;0
134723;LIBRERIA;Papel fotografico/sticker solo;;;500;-025;;021;
80000640;LIBRERIA;Papel Madera x50g;;238;000;000;000;000;0
80000641;LIBRERIA;Papel Madera x80g;;313;500;004;000;003;0
80000637;LIBRERIA;Papel para forrar;MURESCO;350;600;007;000;-005;21
80000642;;PAPEL PICADO;;300;500;-001;000;025;21
80000643;LIBRERIA;Papel secante;;250;400;003;000;-011;21
80000644;LIBRERIA;PAPEL SEDA;CARPEL;098;200;020;000;005;0
80000645;LIBRERIA;PAPEL STICKER;;300;1.000;169;000;001;0
134739;COSMETICA;Pegamento p/pestaña;;450;950;002;;021;
80000646;JUGUETES;PELOTA PLASTICA N5;;1.000;1.700;004;000;002;0
80000647;JUGUETES;PELOTA PLAYA;;1.200;2.850;001;000;001;21
134680;JUGUETES;PELOTA PLAYA;;1.200;2.850;001;000;021;
134686;JUGUETES;PELOTA YPF;;5.500;9.500;001;000;000;
80000835;Accesorios de celulares;Pendrive 16 Gb;;2.600;9.600;001;000;000;21
80000648;LIBRERIA;PENDRIVE 16 GB;KINGSTON;4.200;6.800;001;000;001;0
80000649;Accesorios de celulares;Pendrive 32 Gb;Kingston;6.000;12.500;000;000;004;0
80000650;COSMETICA;Perfilador;;700;1.450;004;000;012;21
80000651;COSMETICA;Perfilador x unidad;;230;500;010;000;001;0
80000652;LIBRERIA;Perforadora 1 hole kangaro;Kangaro;2.625;5.000;001;000;001;0
80000653;LIBRERIA;Perforadora Nº 230;NC;1.746;2.800;000;000;000;0
134737;COSMETICA;Pestañas sueltas;;900;1.500;004;;021;
134736;COSMETICA;Pestañas x 2 completa;;1.100;1.700;008;;021;
80000654;VARIOS;Pilas AA;;785;1.400;026;000;026;0
80000655;VARIOS;Pilas AAA;;813;1.400;021;000;000;0
80000656;COTILLON;PILOTINES Nº10;;300;600;000;000;001;0
80000657;LIBRERIA;Pincel artistico Nº0 serie 20;olami;344;1.200;001;000;003;0
80000658;LIBRERIA;Pincel artistico Nº8 serie 150;olami;344;1.200;003;000;000;0
80000661;LIBRERIA;Pincel Nº 0 chato;OLAMI;197;350;010;000;010;0
80000662;LIBRERIA;Pincel Nº 0 redondo;OLAMI;197;350;010;000;009;0
80000663;LIBRERIA;Pincel Nº 1 redondo;OLAMI;197;350;009;000;002;0
80000664;LIBRERIA;Pincel Nº 10 chato;OLAMI;197;350;000;000;006;0
80000665;LIBRERIA;Pincel Nº 11 redondo;OLAMI;197;350;006;000;012;0
80000666;LIBRERIA;Pincel Nº 12 chato;OLAMI;197;350;011;000;011;0
80000667;LIBRERIA;PINCEL Nº 12 REDONDO;OLAMI;383;650;011;000;004;0
80000668;LIBRERIA;Pincel Nº 14 chato;OLAMI;197;350;004;000;014;0
80000669;LIBRERIA;Pincel Nº 2 chato;OLAMI;197;350;014;000;008;0
